  1.35000002   1.181624e+002
  1.35146999   2.514344e+002
  1.35294008   2.646323e+002
  1.35441005   1.119360e+002
  1.35588002   1.511109e+001
  1.35734999   5.943870e-001
  1.35882008   4.626312e-001
  1.36029005   6.835448e+000
  1.36176002   3.659002e+001
  1.36322999   1.849529e+002
  1.36470008   1.429922e+003
  1.36617005   5.602341e+003
  1.36764002   9.969324e+003
  1.36910999   1.084573e+004
  1.37058008   1.001856e+004
  1.37205005   8.342071e+003
  1.37352002   4.148393e+003
  1.37498999   2.308260e+003
  1.37646008   9.665350e+002
  1.37793005   1.794240e+002
  1.37940001   1.054233e+003
  1.38086998   7.479750e+003
  1.38234007   1.659790e+004
  1.38381004   1.409107e+004
  1.38528001   6.801753e+003
  1.38674998   3.308418e+003
  1.38822007   1.852463e+003
  1.38969004   2.394252e+003
  1.39116001   3.568624e+003
  1.39262998   3.345154e+003
  1.39410007   7.323636e+003
  1.39557004   9.520332e+003
  1.39704001   5.489411e+003
  1.39850998   4.702437e+003
  1.39998007   5.425135e+003
  1.40145004   1.048188e+004
  1.40292001   1.157778e+004
  1.40438998   6.536459e+003
  1.40586007   5.761473e+003
  1.40733004   8.911999e+003
  1.40880001   1.392173e+004
  1.41026998   1.620745e+004
  1.41174006   1.431831e+004
  1.41321003   1.651202e+004
  1.41468000   1.384447e+004
  1.41614997   1.373035e+004
  1.41762006   2.213238e+004
  1.41909003   2.510938e+004
  1.42056000   1.240337e+004
  1.42202997   7.573375e+003
  1.42350006   6.392017e+003
  1.42497003   2.373872e+003
  1.42644000   1.540961e+003
  1.42791009   2.151358e+003
  1.42938006   2.668258e+003
  1.43085003   2.686311e+003
  1.43232000   1.660553e+004
  1.43378997   5.958178e+004
  1.43526006   7.160672e+004
  1.43673003   3.513728e+004
  1.43820000   1.144212e+004
  1.43966997   4.508115e+003
  1.44114006   2.142647e+003
  1.44261003   8.158923e+002
  1.44408000   1.325069e+003
  1.44554996   6.827656e+003
  1.44702005   1.222245e+004
  1.44849002   7.664780e+003
  1.44995999   1.388995e+004
  1.45143008   3.760270e+004
  1.45290005   3.226930e+004
  1.45437002   1.201694e+004
  1.45583999   1.374402e+004
  1.45731008   1.402221e+004
  1.45878005   1.979275e+004
  1.46025002   4.011284e+004
  1.46171999   2.786236e+004
  1.46319008   6.080436e+003
  1.46466005   4.234073e+003
  1.46613002   1.083704e+004
  1.46759999   1.392646e+004
  1.46907008   2.359215e+004
  1.47054005   2.465787e+004
  1.47201002   9.616600e+003
  1.47347999   5.427850e+003
  1.47495008   6.840485e+003
  1.47642004   1.109304e+004
  1.47789001   2.041201e+004
  1.47935998   2.513418e+004
  1.48083007   2.186599e+004
  1.48230004   2.408148e+004
  1.48377001   2.659844e+004
  1.48523998   1.725934e+004
  1.48671007   2.136873e+004
  1.48818004   3.640971e+004
  1.48965001   3.226306e+004
  1.49111998   1.483995e+004
  1.49259007   1.300871e+004
  1.49406004   1.034824e+004
  1.49553001   2.783364e+003
  1.49699998   2.267204e+002
  1.49847007   1.269564e+002
  1.49994004   5.428886e+002
  1.50141001   1.671739e+003
  1.50287998   1.331308e+004
  1.50435007   6.924122e+004
  1.50582004   1.229277e+005
  1.50729001   8.229187e+004
  1.50875998   3.000356e+004
  1.51023006   1.006150e+004
  1.51170003   4.102597e+003
  1.51317000   1.800838e+003
  1.51463997   1.185927e+003
  1.51611006   3.067636e+003
  1.51758003   1.332955e+004
  1.51905000   1.969125e+004
  1.52051997   9.916203e+003
  1.52199006   1.814569e+004
  1.52346003   5.774417e+004
  1.52493000   5.673394e+004
  1.52640009   2.039490e+004
  1.52787006   2.000963e+004
  1.52934003   2.376766e+004
  1.53081000   1.963831e+004
  1.53227997   5.162950e+004
  1.53375006   6.529888e+004
  1.53522003   2.442837e+004
  1.53669000   4.192572e+003
  1.53816009   1.022959e+004
  1.53963006   1.940827e+004
  1.54110003   2.115591e+004
  1.54256999   4.013825e+004
  1.54404008   3.855544e+004
  1.54551005   1.242753e+004
  1.54698002   3.267287e+003
  1.54844999   4.785989e+003
  1.54992008   1.311998e+004
  1.55139005   1.836902e+004
  1.55286002   2.524452e+004
  1.55432999   3.601166e+004
  1.55579996   2.385520e+004
  1.55727005   1.449114e+004
  1.55874002   2.413676e+004
  1.56020999   2.976668e+004
  1.56168008   1.958001e+004
  1.56315005   2.477117e+004
  1.56462002   4.217528e+004
  1.56608999   4.226277e+004
  1.56755996   1.611758e+004
  1.56903005   9.682943e+003
  1.57050002   1.317491e+004
  1.57196999   6.127238e+003
  1.57344007   9.530256e+002
  1.57491004   7.865088e+002
  1.57638001   1.669759e+003
  1.57784998   2.209202e+003
  1.57932007   2.391847e+003
  1.58079004   1.667647e+004
  1.58226001   8.137709e+004
  1.58372998   1.308462e+005
  1.58520007   8.280199e+004
  1.58667004   3.152949e+004
  1.58814001   1.192468e+004
  1.58960998   5.558955e+003
  1.59108007   2.919143e+003
  1.59255004   1.474119e+003
  1.59402001   1.713866e+003
  1.59548998   8.386429e+003
  1.59696007   2.082065e+004
  1.59843004   1.546790e+004
  1.59990001   6.682223e+003
  1.60137010   2.909145e+004
  1.60284007   7.000851e+004
  1.60431004   4.976621e+004
  1.60578001   1.624621e+004
  1.60724998   2.314160e+004
  1.60872006   2.423234e+004
  1.61019003   1.604697e+004
  1.61166000   4.857735e+004
  1.61313009   7.544058e+004
  1.61460006   3.450431e+004
  1.61607003   5.172977e+003
  1.61754000   6.833570e+003
  1.61900997   1.938352e+004
  1.62048006   1.919162e+004
  1.62195003   2.695368e+004
  1.62342000   5.045688e+004
  1.62489009   3.195546e+004
  1.62636006   6.280513e+003
  1.62783003   1.243539e+003
  1.62930000   3.542788e+003
  1.63077009   1.091213e+004
  1.63224006   1.575875e+004
  1.63371003   2.280291e+004
  1.63518000   3.160621e+004
  1.63665009   2.041864e+004
  1.63812006   1.547825e+004
  1.63959002   1.534588e+004
  1.64105999   1.170048e+004
  1.64252996   1.800987e+004
  1.64400005   3.259930e+004
  1.64547002   2.696097e+004
  1.64693999   2.219794e+004
  1.64841008   3.106197e+004
  1.64988005   3.866137e+004
  1.65135002   2.566915e+004
  1.65281999   7.259702e+003
  1.65428996   8.662468e+003
  1.65576005   1.204090e+004
  1.65723002   5.730642e+003
  1.65869999   2.394181e+003
  1.66017008   2.636565e+003
  1.66164005   2.467690e+003
  1.66311002   8.686519e+002
  1.66458011   2.608191e+002
  1.66605008   5.001324e+003
  1.66752005   4.195919e+004
  1.66899002   1.082634e+005
  1.67045999   1.004702e+005
  1.67193007   4.677164e+004
  1.67340004   1.936760e+004
  1.67487001   8.714709e+003
  1.67633998   4.838274e+003
  1.67780995   2.294078e+003
  1.67928004   1.046892e+003
  1.68075001   1.574684e+003
  1.68221998   7.268471e+003
  1.68369007   1.871731e+004
  1.68516004   1.458560e+004
  1.68663001   4.306154e+003
  1.68810010   1.393923e+004
  1.68957007   5.310318e+004
  1.69104004   5.959651e+004
  1.69251001   2.103690e+004
  1.69397998   1.384503e+004
  1.69545007   2.503376e+004
  1.69692004   1.569758e+004
  1.69839001   1.351034e+004
  1.69986010   5.096246e+004
  1.70133007   6.844505e+004
  1.70280004   2.678009e+004
  1.70427001   3.432756e+003
  1.70573997   5.275174e+003
  1.70721006   1.736297e+004
  1.70868003   1.767525e+004
  1.71015000   1.565246e+004
  1.71162009   4.079435e+004
  1.71309006   4.338988e+004
  1.71456003   1.352074e+004
  1.71603000   1.221253e+003
  1.71749997   3.734337e+002
  1.71897006   3.277404e+003
  1.72044003   1.051294e+004
  1.72191000   1.200901e+004
  1.72338009   1.649585e+004
  1.72485006   2.706212e+004
  1.72632003   1.716649e+004
  1.72779000   7.783789e+003
  1.72925997   6.158246e+003
  1.73073006   5.925135e+003
  1.73220003   1.147373e+004
  1.73367000   1.576978e+004
  1.73514009   1.459508e+004
  1.73661005   1.850984e+004
  1.73808002   3.234602e+004
  1.73955011   2.717795e+004
  1.74102008   1.108837e+004
  1.74249005   1.412252e+004
  1.74396002   2.622113e+004
  1.74542999   2.830365e+004
  1.74690008   1.105640e+004
  1.74837005   4.045601e+003
  1.74984002   9.963915e+003
  1.75130999   1.124019e+004
  1.75277996   5.786048e+003
  1.75425005   2.079958e+003
  1.75572002   3.531156e+002
  1.75718999   1.876618e+001
  1.75866008   4.523384e-001
  1.76013005   2.975273e+001
  1.76160002   1.385004e+003
  1.76306999   1.808584e+004
  1.76454008   6.997078e+004
  1.76601005   9.100263e+004
  1.76748002   5.355869e+004
  1.76894999   2.313688e+004
  1.77042007   1.147221e+004
  1.77189004   5.047359e+003
  1.77336001   3.457419e+003
  1.77483010   1.793307e+003
  1.77630007   7.796640e+002
  1.77777004   1.354792e+003
  1.77924001   5.606430e+003
  1.78070998   1.490390e+004
  1.78218007   1.246779e+004
  1.78365004   3.389078e+003
  1.78512001   4.551124e+003
  1.78658998   2.796546e+004
  1.78805995   5.366635e+004
  1.78953004   3.020819e+004
  1.79100001   8.058661e+003
  1.79246998   1.514460e+004
  1.79394007   1.992222e+004
  1.79541004   8.225346e+003
  1.79688001   9.563562e+003
  1.79835010   4.168662e+004
  1.79982007   5.755012e+004
  1.80129004   2.311372e+004
  1.80276000   2.802266e+003
  1.80422997   2.415912e+003
  1.80570006   1.155886e+004
  1.80717003   1.667190e+004
  1.80864000   8.844718e+003
  1.81011009   1.735282e+004
  1.81158006   4.090888e+004
  1.81305003   2.941845e+004
  1.81452000   6.118494e+003
  1.81598997   3.627621e+002
  1.81746006   1.942505e+002
  1.81893003   2.374876e+003
  1.82040000   8.489903e+003
  1.82187009   9.275395e+003
  1.82334006   8.522112e+003
  1.82481003   1.969240e+004
  1.82628000   1.884164e+004
  1.82774997   5.705249e+003
  1.82922006   1.302836e+003
  1.83069003   1.615550e+003
  1.83216000   2.084600e+003
  1.83363008   3.298044e+003
  1.83510005   7.395862e+003
  1.83657002   9.287501e+003
  1.83803999   9.751239e+003
  1.83950996   1.782929e+004
  1.84098005   1.735241e+004
  1.84245002   8.705147e+003
  1.84391999   9.844671e+003
  1.84539008   1.786401e+004
  1.84686005   1.540527e+004
  1.84833002   6.118096e+003
  1.84980011   8.855909e+003
  1.85126996   1.880635e+004
  1.85274005   2.427870e+004
  1.85421002   1.283977e+004
  1.85567999   4.909685e+003
  1.85715008   5.568368e+003
  1.85862005   7.892033e+003
  1.86009002   4.714455e+003
  1.86156011   8.510524e+002
  1.86303008   4.330693e+001
  1.86450005   6.348025e-001
  1.86597013   1.706014e+000
  1.86743999   3.750185e+001
  1.86891007   2.424956e+002
  1.87038004   9.513535e+002
  1.87185001   8.718710e+003
  1.87332010   4.167849e+004
  1.87479007   6.666057e+004
  1.87626004   4.594239e+004
  1.87773001   2.131354e+004
  1.87919998   1.092025e+004
  1.88067007   6.374525e+003
  1.88214004   2.793439e+003
  1.88361001   2.637645e+003
  1.88508010   1.467218e+003
  1.88654995   4.974884e+002
  1.88802004   1.047882e+003
  1.88949001   4.173868e+003
  1.89095998   1.097719e+004
  1.89243007   9.658720e+003
  1.89390004   2.632187e+003
  1.89537001   1.075459e+003
  1.89684010   9.497403e+003
  1.89830995   3.365403e+004
  1.89978004   3.471712e+004
